rn,unix_tstamp,synth_browser_category,synth_page_url,synth_geo_city
4169,1557081985,4,https://www.ad.nl/rotterdam/hoe-zit-het-met-de-energietransitie-het-ad-en-rtv-rijnmond-zoeken-het-samen-uit~afc56856/,The Hague
4170,1557082169,3,https://www.ad.nl/binnenland/ministerie-waarschuwt-pas-op-met-wat-je-socialt-over-turkije~ab9d0fc0/,Groningen
4171,1557082216,3,https://www.ad.nl/binnenland/dominee-veenendaalse-kerk-op-non-actief-om-liefdesaffaire-met-getrouwde-vrouw~aafcb4cf/,Alphen aan den Rijn
4172,1557082296,1,https://www.ad.nl/boxtel/vrees-dat-varkens-moeten-worden-geruimd-na-actie-in-boxtel-dit-mag-nooit-meer-gebeuren~a493cf90/,Vught
4173,1557082434,2,https://www.ad.nl/politiek/inspectie-waarschuwt-te-weinig-mensen-bij-brandweer-en-politie~a8fa2155/,Ede
4174,1557082572,2,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,Tilburg
4175,1557082573,3,https://www.ad.nl/nieuws/nieuwe-ijstijd-verwacht-tegen-2030~aa724d07/,Nijmegen
4176,1557082654,4,https://www.ad.nl/buitenland/duif-vliegt-in-bocholt-12-kilometer-te-hard-en-wordt-geflitst~aaab41a2/,Amsterdam
4177,1557082744,1,https://www.ad.nl/binnenland/500-automobilisten-met-mobieltje-beboet-vanuit-touringcar~aa43257e/,Amsterdam
4178,1557082766,3,https://www.ad.nl/den-bosch/terreurafdeling-pi-vught-schreeuwde-allahoe-akbar-tijdens-dodenherdenking-aanstichter-in-isoleercel~a052ed74/,Nieuwendijk
4179,1557082833,1,https://www.ad.nl/koken-en-eten/amsterdams-restaurant-serveert-stukjes-mens-om-bezoekers-te-laten-nadenken~abb9f427/,Veenendaal
4180,1557082843,1,https://www.ad.nl/rotterdam/servier-43-verdacht-van-zeer-gewelddadige-overval-op-juwelier~acb720fd/,Utrecht
4181,1557082858,2,https://www.ad.nl/dordrecht/van-de-vinger-in-papendrecht-tot-een-gebit-op-een-paaltje-7-bijzondere-vondsten-in-de-regio~aca4633f/,Amsterdam
4182,1557082927,4,https://www.ad.nl/show/ronnie-flex-ontkent-dat-hij-realityster-nikki-ros-zwanger-maakte~ada37a48/,Utrecht
4183,1557083050,4,https://www.ad.nl/dossier-thijs-h/moordverdachte-thijs-h-zat-in-sociaal-isolement-en-ondernam-zelfmoordpoging~a3d9d20a/,Amsterdam
4184,1557083059,2,https://www.ad.nl/buitenland/kruisboogmysterie-lijkt-opgezet-plan-van-door-middeleeuwen-gefascineerd-drietal~a3539ccc/,Naples
4185,1557083068,1,https://www.ad.nl/show/voormalig-level-42-gitarist-boon-gould-dood-gevonden-in-zijn-huis~a9d823a5/,Oirschot
4186,1557083143,4,https://www.ad.nl/binnenland/wijkblad-mag-niet-schrijven-over-azc-volledige-redactie-stapt-op~a1a66f25/,Dordrecht
4187,1557083214,4,https://www.ad.nl/show/sylvie-heeft-drie-weken-na-liefdesbreuk-alweer-rijke-man-gestrikt~ae8b4df0/,Lelystad
4188,1557083269,4,https://www.ad.nl/auto/dordrecht-tweede-stad-met-uitsluitend-elektrische-bussen~a3aaa03e/,Bakel
4189,1557083411,2,https://www.ad.nl/binnenland/nederland-telde-nog-nooit-zoveel-motorrijders~a4125754/,Venlo
4190,1557083446,4,https://www.ad.nl/show/duncan-drie-minuten-achter-piano-tijdens-sobere-songfestival-repetitie~a8e7be81/,Helmond
4191,1557083665,4,https://www.ad.nl/economie/geen-handelsakkoord-vs-china-trump-verhoogt-alle-invoertarieven~a2319b1b/,Utrecht
4192,1557083674,1,https://www.ad.nl/politiek/kabinet-bol-com-moet-boeken-antivaxxers-uit-de-etalage-halen~a3e131935/,Schiedam
4193,1557083721,3,https://www.ad.nl/politiek/raadslid-kleine-gemeente-verdient-voortaan-twee-tot-drie-keer-meer~aeb08e89/,Amsterdam
4194,1557083789,1,https://www.ad.nl/show/stralende-harry-en-meghan-delen-eerste-beelden-van-hun-royal-baby~a0f26140c/,Amsterdam
4195,1557083839,2,https://www.ad.nl/show/ronnie-flex-komt-met-nieuwe-muziek~a311751b/,Coevorden
4196,1557083899,1,https://www.ad.nl/binnenland/honderden-biologische-producten-blijken-niet-biologisch-te-zijn~a3212bb2/,Argostoli
4197,1557083916,3,https://www.ad.nl/amsterdam/kopstukken-motorbende-verdacht-van-meer-grof-geweld~ab9f6ab1/,Amsterdam
4198,1557083930,1,https://www.ad.nl/utrecht/bewoners-omstreden-flats-kanaleneiland-geconfronteerd-met-absurde-huurverhogingen~aa587f83/,Marknesse
4199,1557083976,1,https://www.ad.nl/utrecht/hoogzomer-of-hartje-winter-culemborger-arno-van-der-linden-draagt-een-kilt-br~a8b81391/,Rotterdam
4200,1557084076,4,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,Capelle aan den IJssel
4201,1557084106,3,https://www.ad.nl/buitenland/record-aan-co2-in-de-atmosfeer-dit-is-geen-flauwekul-er-is-werk-aan-de-winkel-br~a154d44d/,Dronten
4202,1557084185,3,https://www.ad.nl/formule-1/verstappen-is-een-sublieme-schurk~a8d91e4f/,'s-Gravenzande
4203,1557084308,1,https://www.ad.nl/buitenland/bevolking-op-rijstrantsoen-noord-korea-steekt-nieuwe-raketten-af~a449b5a9/,Begles
4204,1557084366,4,https://www.ad.nl/politiek/sp-spotje-misselijkmakend-en-populistisch~ac5b306f/,Amsterdam
4205,1557084383,3,https://www.ad.nl/utrecht/bij-ontwikkeling-gebied-dijnselburg-wordt-goed-naar-bestaande-wijken-gekeken~a3d3b1f2/,Nieuwegein
4206,1557084451,4,https://www.ad.nl/show/khloe-kardashian-niet-bekend-genoeg-voor-met-gala~aaa4fc76f/,The Hague
4207,1557084472,1,https://www.ad.nl/binnenland/koerierster-des-doods-al-zeventig-jaar-spoorloos~af37b9dd/,Amsterdam
4208,1557084505,3,https://www.ad.nl/buitenland/duif-vliegt-in-bocholt-12-kilometer-te-hard-en-wordt-geflitst~aaab41a2/,Utrecht
4209,1557084515,4,https://www.ad.nl/binnenland/basisscholieren-in-arme-wijken-massaal-op-achterstand~a41b70ed/,Haarlem
4210,1557084570,3,https://www.ad.nl/binnenland/lezers-helpen-lezers~a8fde343/,Hellevoetsluis
4211,1557084604,4,https://www.ad.nl/rotterdam/zorgen-verdriet-en-woede-bij-bewoners-hoven-in-capelle~ad3f3beb/,Wolvega
4212,1557084606,4,https://www.ad.nl/amersfoort/coalitie-bekvecht-over-bouwen-in-vathorst-bovenduist~a895ead4/,Amsterdam
4213,1557084628,1,https://www.ad.nl/helmond/helmond-lanceert-nieuw-magazine-met-tips-voor-uitgaan-in-de-stad~aff44547/,Sommelsdijk
4214,1557084782,4,https://www.ad.nl/rotterdam/nog-nooit-op-een-iftar-geweest-hier-kun-je-deze-ramadan-aanschuiven~a427781a/,Breukelen
4215,1557084903,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,Leiden
4216,1557084976,3,https://www.ad.nl/ad-werkt/dit-stel-gaf-hun-topbanen-op-om-iets-te-doen-aan-plastic-afvalberg~abfe9a85/,Westendorp
4217,1557084999,3,https://www.ad.nl/politiek/gemeenten-dreigen-jeugdzorg-en-psychische-hulp-af-te-stoten~ad54ed98/,Schiedam
4218,1557085030,4,https://www.ad.nl/wetenschap/trump-wil-nog-sneller-naar-de-maan-en-trekt-zijn-knip~a7b4c435/,Nieuw-Vennep
4219,1557085078,3,https://www.ad.nl/buitenland/dode-en-13-gewonden-bij-brand-in-duits-appartementencomplex~a17b3752/,Amstelveen
4220,1557085078,3,https://www.ad.nl/binnenland/tractorbestuurder-beschoten-bij-grens-belgie-schutter-opgepakt-hij-is-zich-rot-geschrokken~a76b8693/,Lelystad
4221,1557085105,3,https://www.ad.nl/rotterdam/opgelet-jeugdvakantieland-niet-aan-eind-maar-begin-van-zomervakantie~acc8a940/,Raalte
4222,1557085196,4,https://www.ad.nl/rotterdam/vrouw-78-in-rolstoel-wacht-na-ziekenhuisbezoek-uren-vergeefs-op-zorgtaxi~ab5c1e8c/,Voorburg
4223,1557085252,2,https://www.ad.nl/buitenland/man-33-die-als-baby-werd-achtergelaten-op-vliegveld-vindt-eindelijk-zijn-ouders~aa5a6055/,Leersum
4224,1557085377,4,https://www.ad.nl/tech/deze-uitstekende-oled-televisie-is-de-goedkoopste-op-de-markt~ad02a9b9/,Alphen aan den Rijn
4225,1557085418,4,https://www.ad.nl/dossier-thijs-h/arnold-35-en-ilona-29-woonden-naast-thijs-h-ik-sprak-hem-nog-aan-op-zijn-rare-gedrag~a5507588/,Schiedam
4226,1557085714,4,https://www.ad.nl/auto/goedkoop-tanken-over-de-grens-bij-deze-afstanden-loont-het-al-om-ervoor-om-te-rijden~a79600f0/,Amsterdam
4227,1557085814,4,https://www.ad.nl/binnenland/om-eist-vijf-jaar-cel-tegen-thialf-schutter~aad60d8a/,Dordrecht
4228,1557085872,4,https://www.ad.nl/show/minister-slob-peinst-niet-over-hoger-salaris-voor-matthijs-van-nieuwkerk~ae44c4ec/,Amsterdam
4229,1557086158,3,https://www.ad.nl/tech/ziggo-verhoogt-prijzen-van-tv-internet-en-bellen~a9e0102c/,Amsterdam
4230,1557086189,4,https://www.ad.nl/rotterdam/seksfilm-van-overspel-op-twitter~a4c5cefa/,Nijmegen
4231,1557086223,3,https://www.ad.nl/rotterdam/man-zwaargewond-na-steekpartij-in-het-centrum-van-rotterdam~af4836dc/,Zevenaar
4232,1557086324,2,https://www.ad.nl/utrecht/1800-lopers-utrecht-marathon-verkeerde-kant-op-gestuurd-door-wegwijzer~af80d1d3/,Hilversum
4233,1557086534,4,https://www.ad.nl/nederlands-voetbal/live-tussenstand-uit-alkmaar-geeft-ajax-vleugels~a2bd86fc/,Utrecht
4234,1557086681,4,https://www.ad.nl/show/marga-bult-doet-aangifte-van-smaad-en-laster-tegen-boze-schuldeiser~a0c1de22/,Utrecht
4235,1557086681,1,https://www.ad.nl/show/andre-hazes-gaat-met-zoonlief-het-boevenpad-op-en-jongste-lid-3js-stelt-zich-voor~a8599d14/,The Hague
4236,1557086902,4,https://www.ad.nl/binnenland/iemands-dochter~ae2d1511/,Leiden
4237,1557086930,4,https://www.ad.nl/binnenland/cda-landbouwgrond-beschermen-tegen-chinezen~a99bed22/,Dortmund
4238,1557086954,2,https://www.ad.nl/binnenland/zaak-tegen-kopstukken-motorclub-caloh-wagoh-groeit-door-kroongetuige~a834b966/,Zoetermeer
4239,1557087042,2,https://www.ad.nl/binnenland/500-automobilisten-met-mobieltje-beboet-vanuit-touringcar~aa43257e/,Eindhoven
4240,1557087132,4,https://www.ad.nl/politiek/voorman-gele-hesjes-verlaat-torentje-huilend-het-was-een-pittig-gesprek~ad12fa64/,Oud-Beijerland
4241,1557087542,1,https://www.ad.nl/den-haag/joodse-joram-35-geduwd-en-geschopt-door-groep-van-50-jongeren-op-haags-bevrijdingsfestival-ze-noemde-me-kankerjood~a5d3ac6f/,Tiel
4242,1557087579,4,https://www.ad.nl/rotterdam/parachutesprong-rutte-was-geweldige-ervaring~a93ed1c1/,Amsterdam
4243,1557087622,2,https://www.ad.nl/amersfoort/lesmotorrijder-overleden-bij-eenzijdig-ongeluk-in-barneveld~aa3699c4/,Apeldoorn
4244,1557087804,4,https://www.ad.nl/buitenland/rutte-en-macron-praten-over-toekomst-eu-stoppen-of-doorgaan~a7a80029/,Amsterdam
4245,1557087848,1,https://www.ad.nl/show/superclash-peter-r-de-vries-en-mark-koster-over-olcay-gulsen-in-rtl-boulevard~aa3fc347/,Rotterdam
4246,1557087884,3,https://www.ad.nl/binnenland/landelijke-telefoonstoring-tele2-weer-voorbij~add20f71/,Schiedam
4247,1557088150,1,https://www.ad.nl/auto/grootste-toeleverancier-auto-industrie-kiest-voor-waterstof~af699808/,Halsteren
4248,1557088475,2,https://www.ad.nl/buitenland/te-late-brexit-dwingt-groot-brittannie-tot-deelname-aan-eu-verkiezingen~a943a67b5/,Rockanje
4249,1557088485,3,https://www.ad.nl/binnenland/sp-vervangt-trekpop-rutte-in-veelbesproken-video~af33c408/,Amsterdam
4250,1557088486,4,https://www.ad.nl/binnenland/verdachte-moord-miranda-zitman-werkte-als-beveiliger-in-kliniek-michael-p~a6229662/,Amsterdam
4251,1557088561,4,https://www.ad.nl/economie/dieselboemeltjes-worden-vervangen-door-schone-treinen-op-waterstof~ac1a2cc4/,Alkmaar
4252,1557088682,2,https://www.ad.nl/show/mediadirecteur-bnnvara-wil-uitzondering-op-salarisregels-grote-zorg-dat-matthijs-vertrekt~a130bc1b/,Voorburg
4253,1557089034,3,https://www.ad.nl/binnenland/wijkblad-mag-niet-schrijven-over-azc-volledige-redactie-stapt-op~a1a66f25/,Nijmegen
4254,1557089149,3,https://www.ad.nl/binnenland/voortvluchtige-bestuurder-die-bejaarde-aanreed-meldt-zich-bij-politie~ae254cbe/,Barendrecht
4255,1557089237,3,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Amsterdam
4256,1557089841,1,https://www.ad.nl/show/koninklijke-lunch-voor-ajax-verdediger-matthijs-de-ligt-en-rapper-ronnie-flex~abebfff2/,Ponta Delgada
4257,1557089855,3,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Bergambacht
4258,1557090038,1,https://www.ad.nl/tennis/bertens-schrijft-tennishistorie-met-toernooiwinst-in-madrid~a9fb5ddc/,Amsterdam
4259,1557090230,1,https://www.ad.nl/woerden/tragisch-ongeval-in-waarder-kind-van-2-jaar-overlijdt~aab498e2/,Arnhem
4260,1557090254,4,https://www.ad.nl/dossier-columns-sjaak-bral/forum-voor-democratie-is-als-een-kaassouffle-in-elkaar-gezakt~aca5f12b/,Spijkenisse
4261,1557090302,4,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Groningen
4262,1557090312,4,https://www.ad.nl/transfer-talk/de-graafschap-huurling-matusiwa-mag-weg-bij-ajax~a48aa9de/,Schwalmtal
4263,1557090710,4,https://www.ad.nl/rotterdam/nare-horrorplant-duizendknoop-bezorgt-de-stad-hoofdbrekens~adb47c36/,Amsterdam
4264,1557090737,1,https://www.ad.nl/economie/pensioenen-korten-maar-we-bulken-van-het-geld~a6d7c91e/,Doetinchem
4265,1557090841,4,https://www.ad.nl/binnenland/zorgverzekeraars-agressie-tegen-apothekers-niet-onze-schuld~af2b236c/,Almere Stad
4266,1557090988,3,https://www.ad.nl/rotterdam/handweigering-zet-kwaad-bloed-rotterdamse-gele-hesjes-voortaan-in-het-oranje~af0059e2/,Delft
4267,1557091010,4,https://www.ad.nl/den-haag/vier-jongemannen-die-badmeesters-bedreigden-en-sloegen-nog-vast-14-jarige-mag-naar-huis~ac6280f9/,Zaandam
4268,1557091020,1,https://www.ad.nl/binnenland/vlaggenetiquette-hoe-hoort-het-eigenlijk~a1842872/,Zwijndrecht
4269,1557091227,1,https://www.ad.nl/buitenland/donorkinderen-van-karbaat-stappen-naar-rechter-vanwege-erfelijke-afwijkingen~afcf39e9/,Rotterdam
4270,1557091279,4,https://www.ad.nl/rotterdam/groot-eerbetoon-voor-blijdorp-baas-die-zich-verzette-tegen-verboden-voor-joden-borden-br~a4839abe/,Twello
4271,1557091374,4,https://www.ad.nl/binnenland/hoe-stille-thijs-veranderde-in-een-moordverdachte~ad0f2fdd/,Roosendaal
4272,1557091384,1,https://www.ad.nl/gouda/goudse-school-verplaatst-eindexamengala-vanwege-viering-suikerfeest~a2be20d2/,Parnamirim
4273,1557091469,1,https://www.ad.nl/binnenland/400-000-kinderen-groeien-op-in-armoede-br-wat-gaan-we-daaraan-doen~ad608210/,Hoogeveen
4274,1557091612,4,https://www.ad.nl/show/zoontje-van-harry-en-meghan-heeft-eindelijk-een-naam~ab16c99f/,'s-Hertogenbosch
4275,1557091622,4,https://www.ad.nl/binnenland/rob-liet-zijn-hond-uit-en-vond-een-lijk-wat-als-ik-een-half-uur-eerder-was-geweest~aef0deab/,Goirle
4276,1557091634,4,https://www.ad.nl/waterweg/vlaardingen-wil-massaal-opkopen-huizen-voor-migranten-stoppen~a50d484f/,Amsterdam
4277,1557091668,3,https://www.ad.nl/binnenland/twee-doden-door-steekpartij-op-brunssummerheide-bij-heerlen~a8689b91/,Amsterdam
4278,1557091737,4,https://www.ad.nl/waterweg/blankenburgtunnel-krijgt-uitkijkpunten-aan-beide-kanten-van-het-water~a2b80d54/,Spakenburg
4279,1557092131,1,https://www.ad.nl/wetenschap/de-mensheid-kan-niet-naar-mars-verhuizen~a155c0412/,Gouda
4280,1557092335,1,https://www.ad.nl/wonen/huizenprijs-stijgt-in-nederland-sneller-dan-in-rest-van-europa~abf4b3bb/,Amstelveen
4281,1557092367,1,https://www.ad.nl/binnenland/tandarts-spuit-botox-tot-in-de-schaamstreek-en-daar-is-niet-iedereen-blij-mee~aa2cb562/,The Hague
4282,1557092465,4,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,Venlo
4283,1557092812,1,https://www.ad.nl/nijmegen/supertankstation-kranenburg-bijna-klaar-voor-tanktoeristen~a920234a/,Katwijk
4284,1557092878,2,https://www.ad.nl/show/stralende-harry-en-meghan-delen-eerste-beelden-van-hun-royal-baby~a0f26140c/,Leusden
4285,1557092975,4,https://www.ad.nl/buitenland/opschudding-om-white-power-gebaar-van-kersverse-kabinetsleden-estland~aac2b201/,Doorn
4286,1557093045,4,https://www.ad.nl/dossier-thijs-h/moordverdachte-thijs-h-zat-in-sociaal-isolement-en-ondernam-zelfmoordpoging~a3d9d20a/,Eindhoven
4287,1557093150,2,https://www.ad.nl/dossier-eredivisie/ajax-das-war-einmal~a24faafe/,Pijnacker
4288,1557093395,1,https://www.ad.nl/den-haag/joodse-joram-35-geduwd-en-geschopt-door-groep-van-50-jongeren-op-haags-bevrijdingsfestival-ze-noemde-me-kankerjood~a5d3ac6f/,Arnhem
4289,1557093402,3,https://www.ad.nl/offside/judoka-gevloerd-door-eigen-telefoontje~a01bf672/,Schoonhoven
4290,1557094004,1,https://www.ad.nl/gouda/gemeente-gouda-is-onvriendelijk-voor-burger-die-geld-kost~a476c54e/,Spijkenisse
4291,1557094173,1,https://www.ad.nl/binnenland/dominee-veenendaalse-kerk-op-non-actief-om-liefdesaffaire-met-getrouwde-vrouw~aafcb4cf/,Nijmegen
4292,1557094579,1,https://www.ad.nl/dossier-thijs-h/om-thijs-h-niet-betrokken-bij-steekpartij-in-kliniek~a0d48aae/,Delft
4293,1557094900,2,https://www.ad.nl/binnenland/de-zoons-van-jan-stekelenburg-over-hun-leven-mijn-vader-heeft-het-mijne-gered~a87da94d/,Nijkerk
4294,1557095810,4,https://www.ad.nl/rotterdam/aangereden-fietsster-helma-van-lit-68-zoekt-heldin-die-bij-haar-bleef~ad4f8686/,Ridderkerk
4295,1557095944,4,https://www.ad.nl/buitenland/vs-militair-ingrijpen-in-venezuela-is-optie-oppositie-wil-massaal-de-straat-op~a0fa3f06/,Amsterdam
4296,1557096341,3,https://www.ad.nl/auto/ronaldo-kocht-niet-de-duurste-auto-ter-wereld-maar-wie-dan-wel~a499569a/,Kampen
4297,1557097006,4,https://www.ad.nl/binnenland/als-we-wachten-gaan-we-het-niet-halen~a3ccbf29/,Eindhoven
4298,1557097121,3,https://www.ad.nl/buitenland/tientallen-terroristen-bestormen-kerk-in-burkina-faso-zes-doden~a81a509d/,Tilburg
4299,1557097313,1,https://www.ad.nl/wonen/huiseigenaren-zien-overwaarde-stijgen-opeethypotheek-komt-terug~a8801430/,Jerez de la Frontera
4300,1557097403,1,https://www.ad.nl/binnenland/zorgverzekeraars-agressie-tegen-apothekers-niet-onze-schuld~af2b236c/,Amsterdam
4301,1557097536,3,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,Baarn
4302,1557098139,4,https://www.ad.nl/show/olcay-gulsen-rtl-maakt-overstap-naar-talpa-van-john-de-mol~a12146b2/,Breda
4303,1557099436,4,https://www.ad.nl/show/romy-monteiro-vindt-liefde-bij-fotograaf-jasper-suyk~af55ba32/,Katwijk
4304,1557099645,1,https://www.ad.nl/binnenland/straks-mag-iedere-scheldende-dorpsgek-nog-op-bezoek-in-het-torentje~a8b7e6b2/,Almelo
4305,1557100485,3,https://www.ad.nl/economie/ook-telfort-verdwijnt-uit-de-winkelstraat~a7298486/,Amsterdam
4306,1557187210,1,https://www.ad.nl/binnenland/terreurverdachte-wil-niet-uit-cel-want-anders-moet-hij-ons-land-uit~a2e8993a/,Amsterdam
4307,1557187271,1,https://www.ad.nl/buitenland/eu-steggelt-over-nieuwe-baas-van-europa-wil-de-nieuwe-jean-claude-opstaan~af8c0300/,Capelle aan den IJssel
4308,1557187437,4,https://www.ad.nl/rotterdam/rotterdam-wil-mantelzorger-helpen-met-steunpunt~aa344e08/,Rotterdam
4309,1557187820,3,https://www.ad.nl/den-haag/hoe-kon-den-haag-het-politieke-hart-van-de-republiek-worden~af5ebefc/,Rotterdam
4310,1557187927,3,https://www.ad.nl/buitenland/erdogan-krijgt-zijn-zin-verkiezingen-istanboel-moeten-over~a18e37b6/,Breda
4311,1557188304,2,https://www.ad.nl/show/derksen-na-kritiek-op-ajax-ik-weiger-mee-te-lopen-in-de-polonaise~a2a70234/,Leiderdorp
4312,1557188597,2,https://www.ad.nl/binnenland/thijs-h-ontsnapte-na-steekpartijen-uit-gesloten-afdeling-ggz-instelling~a8f7812e/,Boven-Hardinxveld
4313,1557188790,3,https://www.ad.nl/binnenland/straks-mag-iedere-scheldende-dorpsgek-nog-op-bezoek-in-het-torentje~a8b7e6b2/,Antwerp
4314,1557188973,1,https://www.ad.nl/amersfoort/barneveld-gaat-vaccinaties-tegen-mazelen-niet-kosteloos-aanbieden~a86f6023/,The Hague
4315,1557189122,4,https://www.ad.nl/politiek/kamer-staat-nog-niet-te-springen-om-landelijke-aanpak-lachgas~aedbdeec/,Dongen
4316,1557190033,1,https://www.ad.nl/binnenland/verpleegkundigen-willen-meer-salaris-we-zijn-echt-meer-waard~a6e5c9ae/,'s-Hertogenbosch
4317,1557190058,4,https://www.ad.nl/show/bnnvara-kiest-andere-koers-en-stopt-met-deze-publiekstrekkers~aac29256/,Rotterdam
4318,1557190156,3,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Delft
4319,1557190233,1,https://www.ad.nl/binnenland/ministerie-waarschuwt-pas-op-met-wat-je-socialt-over-turkije~ab9d0fc0/,Leidschendam
4320,1557190263,2,https://www.ad.nl/dordrecht/dordtenaar-ruud-redde-vanmiddag-een-man-uit-de-sloot-hij-lag-te-verdrinken~a8c90c02/,Amsterdam
4321,1557190390,4,https://www.ad.nl/utrecht/ouders-vermoorde-laura-korsman-in-andere-ruimte-dan-verdachte-tijdens-zitting-hun-leven-is-ontwricht~aec2e54d/,Nieuwerkerk aan den IJssel
4322,1557190452,1,https://www.ad.nl/politiek/schreijer-pierik-ik-heb-alle-bonnen-weggegooid-zo-zat-was-ik-het~ac0ce80d/,Mijnsheerenland
4323,1557193137,4,https://www.ad.nl/auto/twee-keer-zoveel-elektrische-auto-s-op-de-weg~a6add6da/,Epe
4324,1557194711,1,https://www.ad.nl/binnenland/losgebroken-koe-verwondt-persoon-in-den-ham~a44d8262/,Elburg
4325,1557195083,4,https://www.ad.nl/hoeksche-waard/hoeksche-waardse-archeologen-herstellen-huwelijksgeschenk-uit-1600~ac31f709/,Den Helder
4326,1557196254,3,https://www.ad.nl/binnenland/vluchtelingen-belaagd-in-eigen-huis-in-enschede~a844bf97/,Amsterdam
4327,1557196518,4,https://www.ad.nl/show/koningin-maxima-pakt-in-luxemburg-uit-met-stuartdiadeem~ac525fe9/,Nieuwegein
4328,1557197746,1,https://www.ad.nl/utrecht/de-ramadan-echt-snappen-kan-maar-op-een-manier-onze-verslaggever-doet-er-aan-mee~a479bfdd/,Made
4329,1557198125,1,https://www.ad.nl/binnenland/rob-liet-zijn-hond-uit-en-vond-een-lijk-wat-als-ik-half-uur-eerder-was-geweest~aef0deab/,Zwolle
4330,1557198397,1,https://www.ad.nl/politiek/gemeenten-dreigen-jeugdzorg-en-psychische-hulp-af-te-stoten~ad54ed98/,Sleeuwijk
4331,1557199867,1,https://www.ad.nl/buitenland/boze-menigte-peru-probeert-man-te-lynchen-14-agenten-gewond~a7f0ca00/,The Hague
4332,1557200291,1,https://www.ad.nl/buitenland/mexicaanse-worstelaar-overlijdt-tijdens-gevecht-in-londense-ring~a5f4d5f1/,Apeldoorn
4333,1557200307,1,https://www.ad.nl/politiek/ministerie-erkent-blunder-met-energierekening-tweede-kamer-boos~a26dae96/,Beilen
4334,1557200970,4,https://www.ad.nl/tennis/stephens-strikt-nederlandse-tenniscoach-groeneveld~ae4fd30a/,Bergen op Zoom
4335,1557201059,1,https://www.ad.nl/tennis/live-wint-bertens-het-wta-toernooi-in-madrid~a9fb5ddc/,Utrecht
4336,1557202055,1,https://www.ad.nl/auto/grootste-toeleverancier-auto-industrie-kiest-voor-waterstof~af699808/,Rotterdam
4337,1557202183,1,https://www.ad.nl/buitenland/gewapende-overval-curacao-kost-nederlandse-hovenier-53-leven~a2acae34/,Spijkenisse
4338,1557202574,4,https://www.ad.nl/ad-werkt/zo-gaat-de-politie-om-met-dodenherdenking-een-heterdaadje-zet-je-niet-on-hold~af925b98/,Eelde
4339,1557202817,4,https://www.ad.nl/binnenland/nederland-herdenkt-oorlogsdoden-met-twee-minuten-stilte~aae68a93/,Weesp
4340,1557202900,4,https://www.ad.nl/binnenland/cda-landbouwgrond-beschermen-tegen-chinezen~a99bed22/,Eindhoven
4341,1557203241,3,https://www.ad.nl/buitenland/ik-ga-iedereen-vermoorden-passagiers-overmeesteren-agressieve-man-tijdens-vlucht~afde1bfc/,Amsterdam
4342,1557203365,4,https://www.ad.nl/buitenland/trump-woest-op-facebook-en-twitter-na-censuur~a3ccabcd/,Borculo
4343,1557203453,1,https://www.ad.nl/formule-1/live-verstappen-op-podiumplek-maar-strategie-zorgt-voor-spanning~a2a8cb3c/,Rotterdam
4344,1557203543,1,https://www.ad.nl/buitenland/cycloon-fani-raast-over-india-richting-bangladesh-twee-doden-miljoen-mensen-geevacueerd~ad1fd77e/,Assen
4345,1557203643,2,https://www.ad.nl/auto/wat-je-wel-en-niet-moet-doen-wanneer-je-de-verkeerde-brandstof-tankt~a030525f/,Hilversum
4346,1557203821,4,https://www.ad.nl/buitenland/trollenleger-stuurde-65-000-tweets-met-nepnieuws-over-mh17-ramp-br~afc61fc5/,Katwijk
4347,1557203880,4,https://www.ad.nl/rotterdam/boskalis-eist-8-miljoen-euro-na-ruzie-over-zand-met-waterschap-hoeksche-waard~a65c3693/,Amsterdam
4348,1557204266,1,https://www.ad.nl/politiek/hiddema-geeft-te-veel-ontvangen-onkosten-aan-poezenboot~a587ef36/,Oss
4349,1557204518,2,https://www.ad.nl/roosendaal/ook-voor-de-tweede-fase-van-glasvezel-in-roosendaal-is-een-stevig-eindsprintje-nodig-maar-geen-paniek~a2d30438/,Sint Jansteen
4350,1557204734,1,https://www.ad.nl/binnenland/ooievaar-doodgeschoten-je-moet-gestoord-zijn~a6e6f0a5/,Oostzaan
4351,1557204941,4,https://www.ad.nl/economie/biergigant-ab-inbev-krijgt-eu-boete-van-200-miljoen~a60de05a/,Groningen
